T,min_dir_prob,min_sell_dir_prob,min_edge_ratio,cal_n_act,cal_n_buy,cal_n_sell,cal_coverage,cal_hit_rate,cal_expectancy_pct,cal_win_rate,cal_sharpe,oos_n_act,oos_n_buy,oos_n_sell,oos_coverage,oos_hit_rate,oos_expectancy_pct,oos_win_rate,oos_sharpe
0.6000,0.5000,0.5000,3.0000,1332,734,598,0.2329,0.4159,-0.1899,0.3416,-3.7279,3191,1660,1531,0.2391,0.3949,-0.2139,0.3272,-4.0475
0.6000,0.5000,0.5000,4.0000,885,472,413,0.1547,0.4169,-0.2091,0.3299,-3.8261,2106,1098,1008,0.1578,0.4046,-0.1943,0.3428,-3.6311
0.6000,0.5000,0.5000,5.0000,576,323,253,0.1007,0.4236,-0.2061,0.3420,-3.7947,1270,677,593,0.0952,0.4150,-0.1830,0.3528,-3.2174
0.6000,0.5000,0.5000,6.0000,329,200,129,0.0575,0.3830,-0.2259,0.3343,-3.9394,722,425,297,0.0541,0.4030,-0.1958,0.3518,-3.3976
0.6000,0.5000,0.5000,7.0000,182,126,56,0.0318,0.3901,-0.2061,0.3407,-3.3686,434,281,153,0.0325,0.3940,-0.2170,0.3641,-3.4091
0.6000,0.5000,0.5000,8.0000,107,89,18,0.0187,0.4393,-0.2047,0.3551,-3.0655,244,172,72,0.0183,0.4262,-0.1495,0.3975,-2.1419
0.6000,0.5200,0.4800,3.0000,1334,727,607,0.2332,0.4175,-0.1841,0.3448,-3.6257,3181,1646,1535,0.2383,0.3952,-0.2148,0.3269,-4.0786
0.6000,0.5200,0.4800,4.0000,886,469,417,0.1549,0.4176,-0.2051,0.3318,-3.7634,2102,1092,1010,0.1575,0.4053,-0.1957,0.3425,-3.6712
0.6000,0.5200,0.4800,5.0000,578,322,256,0.1010,0.4221,-0.2043,0.3426,-3.7887,1270,676,594,0.0952,0.4150,-0.1826,0.3528,-3.2105
0.6000,0.5200,0.4800,6.0000,331,200,131,0.0579,0.3807,-0.2253,0.3353,-3.9402,722,424,298,0.0541,0.4030,-0.1951,0.3518,-3.3856
0.6000,0.5200,0.4800,7.0000,183,126,57,0.0320,0.3880,-0.2069,0.3388,-3.3907,435,281,154,0.0326,0.3931,-0.2172,0.3632,-3.4154
0.6000,0.5200,0.4800,8.0000,108,89,19,0.0189,0.4352,-0.2061,0.3519,-3.1000,245,172,73,0.0184,0.4245,-0.1500,0.3959,-2.1541
0.6000,0.5400,0.4600,3.0000,1335,719,616,0.2334,0.4202,-0.1795,0.3453,-3.5544,3167,1629,1538,0.2373,0.3960,-0.2154,0.3268,-4.1021
0.6000,0.5400,0.4600,4.0000,887,463,424,0.1551,0.4205,-0.1997,0.3326,-3.6895,2100,1087,1013,0.1573,0.4057,-0.1971,0.3419,-3.6978
0.6000,0.5400,0.4600,5.0000,578,318,260,0.1010,0.4256,-0.1957,0.3443,-3.6655,1270,673,597,0.0952,0.4150,-0.1858,0.3512,-3.2669
0.6000,0.5400,0.4600,6.0000,330,197,133,0.0577,0.3879,-0.2154,0.3394,-3.8065,723,423,300,0.0542,0.4039,-0.1964,0.3513,-3.4080
0.6000,0.5400,0.4600,7.0000,183,124,59,0.0320,0.3989,-0.1906,0.3443,-3.1832,437,281,156,0.0327,0.3936,-0.2202,0.3616,-3.4666
0.6000,0.5400,0.4600,8.0000,108,88,20,0.0189,0.4444,-0.2082,0.3519,-3.1300,247,172,75,0.0185,0.4251,-0.1559,0.3927,-2.2433
0.6000,0.5600,0.4400,3.0000,1329,712,617,0.2323,0.4214,-0.1795,0.3461,-3.5486,3152,1608,1544,0.2362,0.3956,-0.2164,0.3274,-4.1353
0.6000,0.5600,0.4400,4.0000,884,459,425,0.1545,0.4219,-0.2006,0.3326,-3.7012,2093,1076,1017,0.1568,0.4047,-0.1973,0.3421,-3.7187
0.6000,0.5600,0.4400,5.0000,576,316,260,0.1007,0.4271,-0.1954,0.3455,-3.6538,1266,666,600,0.0949,0.4147,-0.1858,0.3515,-3.2749
0.6000,0.5600,0.4400,6.0000,329,196,133,0.0575,0.3891,-0.2148,0.3404,-3.7901,724,421,303,0.0542,0.4047,-0.1936,0.3522,-3.3590
0.6000,0.5600,0.4400,7.0000,182,123,59,0.0318,0.4011,-0.1893,0.3462,-3.1540,437,279,158,0.0327,0.3959,-0.2153,0.3638,-3.3858
0.6000,0.5600,0.4400,8.0000,107,87,20,0.0187,0.4486,-0.2062,0.3551,-3.0865,247,170,77,0.0185,0.4291,-0.1473,0.3968,-2.1162
0.6000,0.5800,0.4200,3.0000,1313,694,619,0.2295,0.4227,-0.1802,0.3450,-3.5775,3132,1581,1551,0.2347,0.3972,-0.2173,0.3266,-4.1621
0.6000,0.5800,0.4200,4.0000,873,448,425,0.1526,0.4227,-0.2053,0.3299,-3.8036,2086,1063,1023,0.1563,0.4070,-0.1954,0.3423,-3.6907
0.6000,0.5800,0.4200,5.0000,571,311,260,0.0998,0.4256,-0.2026,0.3433,-3.8152,1261,656,605,0.0945,0.4171,-0.1820,0.3521,-3.2167
0.6000,0.5800,0.4200,6.0000,326,193,133,0.0570,0.3896,-0.2222,0.3374,-3.9512,718,412,306,0.0538,0.4067,-0.1901,0.3510,-3.3149
0.6000,0.5800,0.4200,7.0000,180,121,59,0.0315,0.4000,-0.2070,0.3389,-3.4912,434,273,161,0.0325,0.3986,-0.2119,0.3641,-3.3283
0.6000,0.5800,0.4200,8.0000,105,85,20,0.0184,0.4476,-0.2369,0.3429,-3.6017,246,166,80,0.0184,0.4309,-0.1399,0.3984,-2.0137
0.6000,0.6000,0.4000,3.0000,1302,679,623,0.2276,0.4240,-0.1751,0.3472,-3.4766,3094,1539,1555,0.2318,0.3992,-0.2142,0.3274,-4.1038
0.6000,0.6000,0.4000,4.0000,868,439,429,0.1517,0.4217,-0.1977,0.3329,-3.6691,2067,1041,1026,0.1549,0.4078,-0.1930,0.3430,-3.6404
0.6000,0.6000,0.4000,5.0000,570,306,264,0.0997,0.4246,-0.1966,0.3474,-3.6997,1254,647,607,0.0940,0.4163,-0.1803,0.3517,-3.1903
0.6000,0.6000,0.4000,6.0000,329,192,137,0.0575,0.3891,-0.2101,0.3435,-3.7529,715,407,308,0.0536,0.4042,-0.1905,0.3510,-3.3147
0.6000,0.6000,0.4000,7.0000,182,121,61,0.0318,0.4011,-0.1995,0.3462,-3.3700,431,268,163,0.0323,0.3944,-0.2127,0.3643,-3.3292
0.6000,0.6000,0.4000,8.0000,106,85,21,0.0185,0.4528,-0.2340,0.3491,-3.5736,244,163,81,0.0183,0.4221,-0.1349,0.3975,-1.9428
0.6000,0.6200,0.3800,3.0000,1282,659,623,0.2241,0.4267,-0.1751,0.3463,-3.4742,3055,1497,1558,0.2289,0.3990,-0.2176,0.3260,-4.2141
0.6000,0.6200,0.3800,4.0000,860,431,429,0.1503,0.4233,-0.1986,0.3314,-3.6912,2048,1020,1028,0.1534,0.4082,-0.1939,0.3418,-3.6757
0.6000,0.6200,0.3800,5.0000,565,301,264,0.0988,0.4265,-0.1988,0.3469,-3.7498,1246,638,608,0.0934,0.4173,-0.1755,0.3531,-3.1110
0.6000,0.6200,0.3800,6.0000,324,187,137,0.0566,0.3920,-0.2141,0.3426,-3.8363,711,402,309,0.0533,0.4051,-0.1856,0.3530,-3.2356
0.6000,0.6200,0.3800,7.0000,178,117,61,0.0311,0.4045,-0.2073,0.3427,-3.5232,428,265,163,0.0321,0.3949,-0.2097,0.3668,-3.2731
0.6000,0.6200,0.3800,8.0000,102,81,21,0.0178,0.4608,-0.2490,0.3431,-3.8235,242,161,81,0.0181,0.4215,-0.1307,0.4008,-1.8763
0.6000,0.6400,0.3600,3.0000,1262,636,626,0.2206,0.4255,-0.1743,0.3439,-3.4706,3010,1451,1559,0.2255,0.4000,-0.2161,0.3252,-4.1952
0.6000,0.6400,0.3600,4.0000,850,418,432,0.1486,0.4212,-0.2010,0.3271,-3.7528,2026,997,1029,0.1518,0.4087,-0.1929,0.3411,-3.6707
0.6000,0.6400,0.3600,5.0000,557,290,267,0.0974,0.4219,-0.2024,0.3411,-3.8515,1237,628,609,0.0927,0.4171,-0.1751,0.3525,-3.1264
0.6000,0.6400,0.3600,6.0000,322,182,140,0.0563,0.3851,-0.2180,0.3354,-3.9337,704,394,310,0.0527,0.4048,-0.1856,0.3509,-3.2783
0.6000,0.6400,0.3600,7.0000,177,114,63,0.0309,0.4011,-0.2046,0.3333,-3.4975,423,259,164,0.0317,0.3948,-0.2130,0.3641,-3.3778
0.6000,0.6400,0.3600,8.0000,100,78,22,0.0175,0.4600,-0.2442,0.3300,-3.7588,238,156,82,0.0178,0.4244,-0.1250,0.3992,-1.8210
0.6000,0.6600,0.3400,3.0000,1241,614,627,0.2170,0.4230,-0.1761,0.3433,-3.4992,2964,1401,1563,0.2221,0.4008,-0.2121,0.3249,-4.1423
0.6000,0.6600,0.3400,4.0000,838,405,433,0.1465,0.4177,-0.2041,0.3270,-3.8128,1999,968,1031,0.1498,0.4102,-0.1891,0.3402,-3.6142
0.6000,0.6600,0.3400,5.0000,550,282,268,0.0962,0.4164,-0.2031,0.3418,-3.8726,1224,614,610,0.0917,0.4158,-0.1761,0.3489,-3.1543
0.6000,0.6600,0.3400,6.0000,318,177,141,0.0556,0.3774,-0.2143,0.3365,-3.8638,700,389,311,0.0524,0.4029,-0.1901,0.3471,-3.3679
0.6000,0.6600,0.3400,7.0000,173,109,64,0.0302,0.3873,-0.1975,0.3353,-3.3680,421,256,165,0.0315,0.3919,-0.2173,0.3587,-3.4411
0.6000,0.6600,0.3400,8.0000,98,75,23,0.0171,0.4490,-0.2495,0.3265,-3.8215,237,154,83,0.0178,0.4177,-0.1308,0.3924,-1.9028
0.6000,0.6800,0.3200,3.0000,1222,594,628,0.2136,0.4231,-0.1748,0.3421,-3.4851,2912,1342,1570,0.2182,0.4014,-0.2149,0.3231,-4.2333
0.6000,0.6800,0.3200,4.0000,829,395,434,0.1449,0.4186,-0.2017,0.3269,-3.7866,1968,932,1036,0.1474,0.4101,-0.1946,0.3364,-3.7607
0.6000,0.6800,0.3200,5.0000,545,276,269,0.0953,0.4183,-0.1983,0.3413,-3.8206,1206,591,615,0.0904,0.4154,-0.1825,0.3441,-3.2955
0.6000,0.6800,0.3200,6.0000,314,172,142,0.0549,0.3790,-0.2021,0.3376,-3.6952,690,376,314,0.0517,0.4029,-0.1998,0.3406,-3.5598
0.6000,0.6800,0.3200,7.0000,168,104,64,0.0294,0.3929,-0.1750,0.3393,-3.0457,418,251,167,0.0313,0.3947,-0.2253,0.3541,-3.5913
0.6000,0.6800,0.3200,8.0000,95,72,23,0.0166,0.4526,-0.2343,0.3263,-3.6526,237,152,85,0.0178,0.4177,-0.1502,0.3840,-2.1975
0.6000,0.7000,0.3000,3.0000,1200,570,630,0.2098,0.4192,-0.1765,0.3383,-3.5053,2856,1284,1572,0.2140,0.4020,-0.2110,0.3242,-4.1614
0.6000,0.7000,0.3000,4.0000,822,386,436,0.1437,0.4148,-0.2033,0.3236,-3.8116,1939,902,1037,0.1453,0.4121,-0.1935,0.3368,-3.7364
0.6000,0.7000,0.3000,5.0000,542,272,270,0.0948,0.4170,-0.2016,0.3376,-3.8840,1190,574,616,0.0892,0.4168,-0.1834,0.3445,-3.2981
0.6000,0.7000,0.3000,6.0000,313,171,142,0.0547,0.3802,-0.2031,0.3355,-3.7082,683,368,315,0.0512,0.4041,-0.1995,0.3411,-3.5426
0.6000,0.7000,0.3000,7.0000,167,103,64,0.0292,0.3952,-0.1767,0.3353,-3.0670,417,249,168,0.0312,0.3957,-0.2240,0.3549,-3.5699
0.6000,0.7000,0.3000,8.0000,95,72,23,0.0166,0.4526,-0.2343,0.3263,-3.6526,236,150,86,0.0177,0.4195,-0.1477,0.3856,-2.1587
0.6000,0.7200,0.2800,3.0000,1166,535,631,0.2038,0.4202,-0.1760,0.3405,-3.8490,2804,1229,1575,0.2101,0.4034,-0.2084,0.3252,-4.1118
0.6000,0.7200,0.2800,4.0000,800,363,437,0.1399,0.4163,-0.2073,0.3262,-4.3951,1909,870,1039,0.1430,0.4123,-0.1915,0.3373,-3.7106
0.6000,0.7200,0.2800,5.0000,530,259,271,0.0927,0.4208,-0.1872,0.3415,-3.6634,1177,560,617,0.0882,0.4180,-0.1803,0.3458,-3.2400
0.6000,0.7200,0.2800,6.0000,304,162,142,0.0531,0.3849,-0.1969,0.3388,-3.5901,676,360,316,0.0506,0.4068,-0.1955,0.3432,-3.4571
0.6000,0.7200,0.2800,7.0000,161,97,64,0.0281,0.3975,-0.1762,0.3354,-3.0212,413,244,169,0.0309,0.3971,-0.2185,0.3584,-3.4670
0.6000,0.7200,0.2800,8.0000,91,68,23,0.0159,0.4505,-0.2340,0.3297,-3.5941,234,147,87,0.0175,0.4188,-0.1411,0.3889,-2.0524
0.6000,0.7400,0.2600,3.0000,1143,511,632,0.1998,0.4191,-0.1801,0.3368,-3.9320,2731,1154,1577,0.2046,0.4068,-0.2051,0.3281,-4.0379
0.6000,0.7400,0.2600,4.0000,789,351,438,0.1379,0.4157,-0.2110,0.3245,-4.4823,1869,829,1040,0.1400,0.4141,-0.1882,0.3392,-3.6559
0.6000,0.7400,0.2600,5.0000,521,249,272,0.0911,0.4184,-0.1922,0.3397,-3.7684,1159,541,618,0.0868,0.4202,-0.1787,0.3477,-3.2104
0.6000,0.7400,0.2600,6.0000,299,156,143,0.0523,0.3846,-0.2018,0.3344,-3.6761,664,347,317,0.0497,0.4096,-0.1916,0.3449,-3.3787
0.6000,0.7400,0.2600,7.0000,157,93,64,0.0274,0.4076,-0.1818,0.3312,-3.1133,406,236,170,0.0304,0.3966,-0.2095,0.3645,-3.3065
0.6000,0.7400,0.2600,8.0000,88,65,23,0.0154,0.4659,-0.2472,0.3182,-3.8001,230,142,88,0.0172,0.4217,-0.1224,0.4000,-1.7759
0.6000,0.7600,0.2400,3.0000,1111,478,633,0.1942,0.4185,-0.1799,0.3375,-3.9285,2626,1047,1579,0.1967,0.4113,-0.2016,0.3286,-3.9504
0.6000,0.7600,0.2400,4.0000,770,331,439,0.1346,0.4130,-0.2123,0.3234,-4.5322,1811,769,1042,0.1357,0.4191,-0.1852,0.3379,-3.5889
0.6000,0.7600,0.2400,5.0000,511,239,272,0.0893,0.4129,-0.1932,0.3405,-3.8027,1132,513,619,0.0848,0.4249,-0.1815,0.3445,-3.2528
0.6000,0.7600,0.2400,6.0000,295,152,143,0.0516,0.3797,-0.2030,0.3356,-3.7143,650,333,317,0.0487,0.4108,-0.1943,0.3431,-3.4140
0.6000,0.7600,0.2400,7.0000,154,90,64,0.0269,0.4026,-0.1835,0.3312,-3.1719,399,229,170,0.0299,0.3960,-0.2128,0.3609,-3.3470
0.6000,0.7600,0.2400,8.0000,85,62,23,0.0149,0.4588,-0.2527,0.3176,-3.9235,227,139,88,0.0170,0.4229,-0.1281,0.3965,-1.8544
0.6000,0.7800,0.2200,3.0000,1071,438,633,0.1872,0.4183,-0.1847,0.3371,-4.0631,2548,968,1580,0.1909,0.4117,-0.1967,0.3320,-3.8490
0.6000,0.7800,0.2200,4.0000,743,304,439,0.1299,0.4132,-0.2194,0.3244,-4.7471,1767,724,1043,0.1324,0.4222,-0.1769,0.3424,-3.4283
0.6000,0.7800,0.2200,5.0000,492,220,272,0.0860,0.4126,-0.2033,0.3415,-4.0742,1110,490,620,0.0832,0.4270,-0.1741,0.3477,-3.1235
0.6000,0.7800,0.2200,6.0000,285,142,143,0.0498,0.3789,-0.2203,0.3368,-4.1737,635,317,318,0.0476,0.4126,-0.1904,0.3449,-3.3406
0.6000,0.7800,0.2200,7.0000,147,83,64,0.0257,0.4014,-0.2083,0.3333,-3.7206,386,215,171,0.0289,0.3990,-0.2066,0.3653,-3.2370
0.6000,0.7800,0.2200,8.0000,80,57,23,0.0140,0.4625,-0.3106,0.3125,-5.1037,221,133,88,0.0166,0.4208,-0.1234,0.4027,-1.7938
0.6000,0.8000,0.2000,3.0000,1030,397,633,0.1801,0.4233,-0.1876,0.3388,-4.1188,2473,893,1580,0.1853,0.4116,-0.1958,0.3328,-3.8381
0.6000,0.8000,0.2000,4.0000,724,285,439,0.1266,0.4171,-0.2238,0.3260,-4.8667,1719,676,1043,0.1288,0.4206,-0.1740,0.3438,-3.3943
0.6000,0.8000,0.2000,5.0000,480,208,272,0.0839,0.4146,-0.2084,0.3417,-4.2213,1080,460,620,0.0809,0.4259,-0.1721,0.3463,-3.1186
0.6000,0.8000,0.2000,6.0000,278,135,143,0.0486,0.3741,-0.2300,0.3345,-4.4459,618,300,318,0.0463,0.4110,-0.1892,0.3414,-3.3646
0.6000,0.8000,0.2000,7.0000,141,77,64,0.0247,0.3901,-0.2343,0.3262,-4.3170,374,203,171,0.0280,0.3957,-0.2007,0.3610,-3.1891
0.6000,0.8000,0.2000,8.0000,75,52,23,0.0131,0.4533,-0.3334,0.3067,-5.5165,216,128,88,0.0162,0.4167,-0.1241,0.3981,-1.8002
0.7000,0.5000,0.5000,3.0000,1332,734,598,0.2329,0.4159,-0.1899,0.3416,-3.7279,3191,1660,1531,0.2391,0.3949,-0.2139,0.3272,-4.0475
0.7000,0.5000,0.5000,4.0000,885,472,413,0.1547,0.4169,-0.2091,0.3299,-3.8261,2106,1098,1008,0.1578,0.4046,-0.1943,0.3428,-3.6311
0.7000,0.5000,0.5000,5.0000,576,323,253,0.1007,0.4236,-0.2061,0.3420,-3.7947,1270,677,593,0.0952,0.4150,-0.1830,0.3528,-3.2174
0.7000,0.5000,0.5000,6.0000,329,200,129,0.0575,0.3830,-0.2259,0.3343,-3.9394,722,425,297,0.0541,0.4030,-0.1958,0.3518,-3.3976
0.7000,0.5000,0.5000,7.0000,182,126,56,0.0318,0.3901,-0.2061,0.3407,-3.3686,434,281,153,0.0325,0.3940,-0.2170,0.3641,-3.4091
0.7000,0.5000,0.5000,8.0000,107,89,18,0.0187,0.4393,-0.2047,0.3551,-3.0655,244,172,72,0.0183,0.4262,-0.1495,0.3975,-2.1419
0.7000,0.5200,0.4800,3.0000,1335,726,609,0.2334,0.4180,-0.1841,0.3446,-3.6271,3180,1643,1537,0.2383,0.3953,-0.2155,0.3267,-4.0931
0.7000,0.5200,0.4800,4.0000,886,468,418,0.1549,0.4176,-0.2048,0.3318,-3.7579,2103,1091,1012,0.1576,0.4056,-0.1964,0.3424,-3.6836
0.7000,0.5200,0.4800,5.0000,578,321,257,0.1010,0.4221,-0.2039,0.3426,-3.7802,1272,676,596,0.0953,0.4151,-0.1837,0.3522,-3.2304
0.7000,0.5200,0.4800,6.0000,330,199,131,0.0577,0.3818,-0.2251,0.3364,-3.9307,724,424,300,0.0542,0.4033,-0.1970,0.3508,-3.4198
0.7000,0.5200,0.4800,7.0000,182,125,57,0.0318,0.3901,-0.2064,0.3407,-3.3738,437,281,156,0.0327,0.3936,-0.2202,0.3616,-3.4666
0.7000,0.5200,0.4800,8.0000,107,88,19,0.0187,0.4393,-0.2053,0.3551,-3.0737,247,172,75,0.0185,0.4251,-0.1559,0.3927,-2.2433
0.7000,0.5400,0.4600,3.0000,1334,718,616,0.2332,0.4198,-0.1791,0.3456,-3.5460,3163,1624,1539,0.2370,0.3958,-0.2152,0.3272,-4.0967
0.7000,0.5400,0.4600,4.0000,887,463,424,0.1551,0.4205,-0.1997,0.3326,-3.6895,2098,1085,1013,0.1572,0.4056,-0.1963,0.3422,-3.6841
0.7000,0.5400,0.4600,5.0000,578,318,260,0.1010,0.4256,-0.1957,0.3443,-3.6655,1269,672,597,0.0951,0.4153,-0.1849,0.3515,-3.2530
0.7000,0.5400,0.4600,6.0000,330,197,133,0.0577,0.3879,-0.2154,0.3394,-3.8065,723,423,300,0.0542,0.4039,-0.1964,0.3513,-3.4080
0.7000,0.5400,0.4600,7.0000,183,124,59,0.0320,0.3989,-0.1906,0.3443,-3.1832,437,281,156,0.0327,0.3936,-0.2202,0.3616,-3.4666
0.7000,0.5400,0.4600,8.0000,108,88,20,0.0189,0.4444,-0.2082,0.3519,-3.1300,247,172,75,0.0185,0.4251,-0.1559,0.3927,-2.2433
0.7000,0.5600,0.4400,3.0000,1319,701,618,0.2306,0.4223,-0.1801,0.3450,-3.5637,3145,1598,1547,0.2356,0.3955,-0.2153,0.3269,-4.1220
0.7000,0.5600,0.4400,4.0000,876,451,425,0.1531,0.4224,-0.2018,0.3311,-3.7297,2090,1070,1020,0.1566,0.4053,-0.1960,0.3416,-3.7038
0.7000,0.5600,0.4400,5.0000,572,312,260,0.1000,0.4266,-0.1989,0.3444,-3.7269,1265,663,602,0.0948,0.4142,-0.1830,0.3510,-3.2377
0.7000,0.5600,0.4400,6.0000,327,194,133,0.0572,0.3914,-0.2156,0.3394,-3.8054,723,418,305,0.0542,0.4039,-0.1887,0.3513,-3.2949
0.7000,0.5600,0.4400,7.0000,181,122,59,0.0316,0.4033,-0.1952,0.3425,-3.2538,437,277,160,0.0327,0.3936,-0.2131,0.3616,-3.3579
0.7000,0.5600,0.4400,8.0000,106,86,20,0.0185,0.4528,-0.2164,0.3491,-3.2392,248,169,79,0.0186,0.4234,-0.1425,0.3952,-2.0575
0.7000,0.5800,0.4200,3.0000,1307,685,622,0.2285,0.4231,-0.1765,0.3474,-3.4998,3107,1553,1554,0.2328,0.3978,-0.2154,0.3270,-4.1265
0.7000,0.5800,0.4200,4.0000,870,442,428,0.1521,0.4218,-0.1990,0.3333,-3.6851,2073,1048,1025,0.1553,0.4071,-0.1932,0.3430,-3.6490
0.7000,0.5800,0.4200,5.0000,571,308,263,0.0998,0.4256,-0.1949,0.3485,-3.6707,1257,650,607,0.0942,0.4161,-0.1811,0.3508,-3.2070
0.7000,0.5800,0.4200,6.0000,328,192,136,0.0573,0.3902,-0.2089,0.3445,-3.7279,718,410,308,0.0538,0.4039,-0.1918,0.3496,-3.3429
0.7000,0.5800,0.4200,7.0000,182,121,61,0.0318,0.4011,-0.1995,0.3462,-3.3700,434,271,163,0.0325,0.3940,-0.2147,0.3618,-3.3705
0.7000,0.5800,0.4200,8.0000,106,85,21,0.0185,0.4528,-0.2340,0.3491,-3.5736,245,164,81,0.0184,0.4245,-0.1376,0.3959,-1.9843
0.7000,0.6000,0.4000,3.0000,1283,660,623,0.2243,0.4271,-0.1746,0.3468,-3.4647,3066,1508,1558,0.2297,0.3982,-0.2168,0.3265,-4.1683
0.7000,0.6000,0.4000,4.0000,860,431,429,0.1503,0.4233,-0.1986,0.3314,-3.6912,2053,1025,1028,0.1538,0.4072,-0.1947,0.3419,-3.6910
0.7000,0.6000,0.4000,5.0000,565,301,264,0.0988,0.4265,-0.1988,0.3469,-3.7498,1248,640,608,0.0935,0.4167,-0.1774,0.3526,-3.1416
0.7000,0.6000,0.4000,6.0000,324,187,137,0.0566,0.3920,-0.2141,0.3426,-3.8363,712,403,309,0.0533,0.4045,-0.1862,0.3525,-3.2483
0.7000,0.6000,0.4000,7.0000,178,117,61,0.0311,0.4045,-0.2073,0.3427,-3.5232,429,266,163,0.0321,0.3939,-0.2107,0.3660,-3.2917
0.7000,0.6000,0.4000,8.0000,102,81,21,0.0178,0.4608,-0.2490,0.3431,-3.8235,242,161,81,0.0181,0.4215,-0.1307,0.4008,-1.8763
