T,min_dir_prob,min_sell_dir_prob,min_edge_ratio,cal_n_act,cal_n_buy,cal_n_sell,cal_coverage,cal_hit_rate,cal_expectancy_pct,cal_win_rate,cal_sharpe,oos_n_act,oos_n_buy,oos_n_sell,oos_coverage,oos_hit_rate,oos_expectancy_pct,oos_win_rate,oos_sharpe
0.7000,0.6200,0.3800,3.0000,1263,637,626,0.2208,0.4260,-0.1741,0.3444,-3.4669,3010,1451,1559,0.2255,0.4000,-0.2161,0.3252,-4.1952
0.7000,0.6200,0.3800,4.0000,850,418,432,0.1486,0.4212,-0.2010,0.3271,-3.7528,2026,997,1029,0.1518,0.4087,-0.1929,0.3411,-3.6707
0.7000,0.6200,0.3800,5.0000,557,290,267,0.0974,0.4219,-0.2024,0.3411,-3.8515,1237,628,609,0.0927,0.4171,-0.1751,0.3525,-3.1264
0.7000,0.6200,0.3800,6.0000,322,182,140,0.0563,0.3851,-0.2180,0.3354,-3.9337,704,394,310,0.0527,0.4048,-0.1856,0.3509,-3.2783
0.7000,0.6200,0.3800,7.0000,177,114,63,0.0309,0.4011,-0.2046,0.3333,-3.4975,423,259,164,0.0317,0.3948,-0.2130,0.3641,-3.3778
0.7000,0.6200,0.3800,8.0000,100,78,22,0.0175,0.4600,-0.2442,0.3300,-3.7588,238,156,82,0.0178,0.4244,-0.1250,0.3992,-1.8210
0.7000,0.6400,0.3600,3.0000,1239,612,627,0.2166,0.4229,-0.1769,0.3422,-3.5132,2960,1397,1563,0.2218,0.4010,-0.2129,0.3247,-4.1568
0.7000,0.6400,0.3600,4.0000,838,405,433,0.1465,0.4177,-0.2041,0.3270,-3.8128,1996,965,1031,0.1495,0.4103,-0.1902,0.3397,-3.6355
0.7000,0.6400,0.3600,5.0000,550,282,268,0.0962,0.4164,-0.2031,0.3418,-3.8726,1223,613,610,0.0916,0.4154,-0.1771,0.3483,-3.1717
0.7000,0.6400,0.3600,6.0000,318,177,141,0.0556,0.3774,-0.2143,0.3365,-3.8638,700,389,311,0.0524,0.4029,-0.1901,0.3471,-3.3679
0.7000,0.6400,0.3600,7.0000,173,109,64,0.0302,0.3873,-0.1975,0.3353,-3.3680,421,256,165,0.0315,0.3919,-0.2173,0.3587,-3.4411
0.7000,0.6400,0.3600,8.0000,98,75,23,0.0171,0.4490,-0.2495,0.3265,-3.8215,237,154,83,0.0178,0.4177,-0.1308,0.3924,-1.9028
0.7000,0.6600,0.3400,3.0000,1221,592,629,0.2135,0.4218,-0.1744,0.3423,-3.4767,2899,1328,1571,0.2172,0.4012,-0.2142,0.3236,-4.2215
0.7000,0.6600,0.3400,4.0000,829,394,435,0.1449,0.4174,-0.2004,0.3281,-3.7621,1961,925,1036,0.1469,0.4100,-0.1938,0.3366,-3.7526
0.7000,0.6600,0.3400,5.0000,546,276,270,0.0955,0.4176,-0.1972,0.3425,-3.8020,1203,588,615,0.0901,0.4148,-0.1832,0.3441,-3.3066
0.7000,0.6600,0.3400,6.0000,314,172,142,0.0549,0.3790,-0.2021,0.3376,-3.6952,690,376,314,0.0517,0.4029,-0.1998,0.3406,-3.5598
0.7000,0.6600,0.3400,7.0000,168,104,64,0.0294,0.3929,-0.1750,0.3393,-3.0457,418,251,167,0.0313,0.3947,-0.2253,0.3541,-3.5913
0.7000,0.6600,0.3400,8.0000,95,72,23,0.0166,0.4526,-0.2343,0.3263,-3.6526,237,152,85,0.0178,0.4177,-0.1502,0.3840,-2.1975
0.7000,0.6800,0.3200,3.0000,1189,558,631,0.2079,0.4197,-0.1734,0.3406,-3.4412,2845,1273,1572,0.2132,0.4014,-0.2109,0.3248,-4.1535
0.7000,0.6800,0.3200,4.0000,816,379,437,0.1427,0.4167,-0.2006,0.3272,-3.7469,1931,894,1037,0.1447,0.4112,-0.1937,0.3371,-3.7341
0.7000,0.6800,0.3200,5.0000,538,267,271,0.0941,0.4201,-0.1980,0.3420,-3.8011,1188,572,616,0.0890,0.4167,-0.1831,0.3451,-3.2906
0.7000,0.6800,0.3200,6.0000,308,166,142,0.0538,0.3831,-0.1996,0.3409,-3.6222,682,367,315,0.0511,0.4047,-0.1989,0.3416,-3.5297
0.7000,0.6800,0.3200,7.0000,163,99,64,0.0285,0.3988,-0.1686,0.3436,-2.8987,416,248,168,0.0312,0.3966,-0.2231,0.3558,-3.5513
0.7000,0.6800,0.3200,8.0000,92,69,23,0.0161,0.4565,-0.2251,0.3370,-3.4645,235,149,86,0.0176,0.4213,-0.1457,0.3872,-2.1259
0.7000,0.7000,0.3000,3.0000,1157,525,632,0.2023,0.4192,-0.1792,0.3379,-3.9239,2762,1187,1575,0.2069,0.4044,-0.2066,0.3266,-4.0778
0.7000,0.7000,0.3000,4.0000,795,357,438,0.1390,0.4151,-0.2113,0.3245,-4.4971,1883,844,1039,0.1411,0.4137,-0.1904,0.3383,-3.6966
0.7000,0.7000,0.3000,5.0000,526,254,272,0.0920,0.4183,-0.1927,0.3403,-3.7884,1166,549,617,0.0874,0.4185,-0.1830,0.3456,-3.2905
0.7000,0.7000,0.3000,6.0000,303,160,143,0.0530,0.3828,-0.2019,0.3366,-3.6894,669,353,316,0.0501,0.4066,-0.1988,0.3423,-3.5070
0.7000,0.7000,0.3000,7.0000,160,96,64,0.0280,0.4000,-0.1843,0.3312,-3.1676,409,240,169,0.0306,0.3936,-0.2194,0.3594,-3.4651
0.7000,0.7000,0.3000,8.0000,90,67,23,0.0157,0.4556,-0.2488,0.3222,-3.8375,232,145,87,0.0174,0.4138,-0.1399,0.3922,-2.0278
0.7000,0.7200,0.2800,3.0000,1125,492,633,0.1967,0.4178,-0.1807,0.3378,-3.9489,2677,1100,1577,0.2006,0.4090,-0.2018,0.3287,-3.9650
0.7000,0.7200,0.2800,4.0000,778,339,439,0.1360,0.4139,-0.2119,0.3252,-4.5169,1839,799,1040,0.1378,0.4171,-0.1847,0.3399,-3.5781
0.7000,0.7200,0.2800,5.0000,514,242,272,0.0899,0.4163,-0.1916,0.3424,-3.7579,1150,532,618,0.0862,0.4235,-0.1771,0.3478,-3.1754
0.7000,0.7200,0.2800,6.0000,296,153,143,0.0517,0.3818,-0.2077,0.3345,-3.7903,660,343,317,0.0494,0.4121,-0.1906,0.3455,-3.3539
0.7000,0.7200,0.2800,7.0000,155,91,64,0.0271,0.4065,-0.1926,0.3290,-3.3147,404,234,170,0.0303,0.3985,-0.2092,0.3639,-3.2966
0.7000,0.7200,0.2800,8.0000,86,63,23,0.0150,0.4651,-0.2683,0.3140,-4.1486,229,141,88,0.0172,0.4236,-0.1195,0.4017,-1.7327
0.7000,0.7400,0.2600,3.0000,1091,458,633,0.1907,0.4189,-0.1805,0.3373,-3.9476,2583,1003,1580,0.1935,0.4115,-0.2003,0.3287,-3.9219
0.7000,0.7400,0.2600,4.0000,756,317,439,0.1322,0.4140,-0.2132,0.3241,-4.5699,1791,748,1043,0.1342,0.4199,-0.1814,0.3389,-3.5132
0.7000,0.7400,0.2600,5.0000,503,231,272,0.0879,0.4135,-0.1955,0.3400,-3.8766,1122,502,620,0.0841,0.4251,-0.1772,0.3449,-3.1735
0.7000,0.7400,0.2600,6.0000,292,149,143,0.0510,0.3801,-0.2067,0.3356,-3.8340,642,324,318,0.0481,0.4112,-0.1912,0.3427,-3.3448
0.7000,0.7400,0.2600,7.0000,153,89,64,0.0267,0.4052,-0.1792,0.3333,-3.0915,393,222,171,0.0294,0.3969,-0.2076,0.3613,-3.2463
0.7000,0.7400,0.2600,8.0000,85,62,23,0.0149,0.4588,-0.2527,0.3176,-3.9235,225,137,88,0.0169,0.4222,-0.1223,0.4000,-1.7680
0.7000,0.7600,0.2400,3.0000,1049,416,633,0.1834,0.4185,-0.1883,0.3375,-4.1576,2495,915,1580,0.1869,0.4108,-0.1946,0.3327,-3.8111
0.7000,0.7600,0.2400,4.0000,731,292,439,0.1278,0.4145,-0.2235,0.3256,-4.8672,1731,688,1043,0.1297,0.4200,-0.1727,0.3437,-3.3613
0.7000,0.7600,0.2400,5.0000,485,213,272,0.0848,0.4124,-0.2092,0.3402,-4.2435,1087,467,620,0.0814,0.4259,-0.1696,0.3468,-3.0634
0.7000,0.7600,0.2400,6.0000,281,138,143,0.0491,0.3737,-0.2283,0.3345,-4.4217,622,304,318,0.0466,0.4116,-0.1869,0.3424,-3.3240
0.7000,0.7600,0.2400,7.0000,144,80,64,0.0252,0.3889,-0.2309,0.3264,-4.2732,376,205,171,0.0282,0.3963,-0.1986,0.3617,-3.1579
0.7000,0.7600,0.2400,8.0000,78,55,23,0.0136,0.4487,-0.3233,0.3077,-5.4008,218,130,88,0.0163,0.4174,-0.1211,0.3991,-1.7611
0.7000,0.7800,0.2200,3.0000,997,361,636,0.1743,0.4263,-0.1945,0.3390,-4.3054,2401,819,1582,0.1799,0.4111,-0.1974,0.3328,-3.8726
0.7000,0.7800,0.2200,4.0000,705,263,442,0.1233,0.4213,-0.2278,0.3319,-5.0020,1671,626,1045,0.1252,0.4213,-0.1753,0.3441,-3.4310
0.7000,0.7800,0.2200,5.0000,467,193,274,0.0816,0.4154,-0.2149,0.3469,-4.4175,1049,428,621,0.0786,0.4252,-0.1748,0.3441,-3.1914
0.7000,0.7800,0.2200,6.0000,272,127,145,0.0476,0.3713,-0.2346,0.3382,-4.6489,602,283,319,0.0451,0.4103,-0.1966,0.3389,-3.5072
0.7000,0.7800,0.2200,7.0000,137,72,65,0.0240,0.3942,-0.2187,0.3358,-4.0214,363,192,171,0.0272,0.3967,-0.2148,0.3554,-3.4234
0.7000,0.7800,0.2200,8.0000,73,49,24,0.0128,0.4521,-0.3242,0.3151,-5.2943,207,119,88,0.0155,0.4155,-0.1471,0.3865,-2.1417
0.7000,0.8000,0.2000,3.0000,951,315,636,0.1663,0.4322,-0.1890,0.3396,-4.2321,2279,694,1585,0.1707,0.4125,-0.1938,0.3344,-3.7645
0.7000,0.8000,0.2000,4.0000,675,233,442,0.1180,0.4252,-0.2224,0.3319,-4.9758,1585,537,1048,0.1188,0.4215,-0.1737,0.3445,-3.3702
0.7000,0.8000,0.2000,5.0000,444,170,274,0.0776,0.4167,-0.2089,0.3446,-4.3907,1005,381,624,0.0753,0.4239,-0.1750,0.3423,-3.1760
0.7000,0.8000,0.2000,6.0000,254,109,145,0.0444,0.3661,-0.2305,0.3346,-4.7484,583,261,322,0.0437,0.4117,-0.1977,0.3310,-3.5324
0.7000,0.8000,0.2000,7.0000,124,59,65,0.0217,0.3871,-0.1880,0.3387,-3.6200,349,177,172,0.0261,0.3983,-0.2184,0.3467,-3.4858
0.7000,0.8000,0.2000,8.0000,63,39,24,0.0110,0.4286,-0.2731,0.3175,-4.7294,200,111,89,0.0150,0.4100,-0.1669,0.3700,-2.4335
0.8000,0.5000,0.5000,3.0000,1332,734,598,0.2329,0.4159,-0.1899,0.3416,-3.7279,3191,1660,1531,0.2391,0.3949,-0.2139,0.3272,-4.0475
0.8000,0.5000,0.5000,4.0000,885,472,413,0.1547,0.4169,-0.2091,0.3299,-3.8261,2106,1098,1008,0.1578,0.4046,-0.1943,0.3428,-3.6311
0.8000,0.5000,0.5000,5.0000,576,323,253,0.1007,0.4236,-0.2061,0.3420,-3.7947,1270,677,593,0.0952,0.4150,-0.1830,0.3528,-3.2174
0.8000,0.5000,0.5000,6.0000,329,200,129,0.0575,0.3830,-0.2259,0.3343,-3.9394,722,425,297,0.0541,0.4030,-0.1958,0.3518,-3.3976
0.8000,0.5000,0.5000,7.0000,182,126,56,0.0318,0.3901,-0.2061,0.3407,-3.3686,434,281,153,0.0325,0.3940,-0.2170,0.3641,-3.4091
0.8000,0.5000,0.5000,8.0000,107,89,18,0.0187,0.4393,-0.2047,0.3551,-3.0655,244,172,72,0.0183,0.4262,-0.1495,0.3975,-2.1419
0.8000,0.5200,0.4800,3.0000,1332,722,610,0.2329,0.4189,-0.1803,0.3453,-3.5683,3177,1639,1538,0.2380,0.3957,-0.2149,0.3267,-4.0842
0.8000,0.5200,0.4800,4.0000,884,465,419,0.1545,0.4186,-0.2004,0.3326,-3.6960,2103,1090,1013,0.1576,0.4056,-0.1966,0.3424,-3.6879
0.8000,0.5200,0.4800,5.0000,576,319,257,0.1007,0.4236,-0.1969,0.3438,-3.6830,1272,675,597,0.0953,0.4151,-0.1842,0.3522,-3.2372
0.8000,0.5200,0.4800,6.0000,329,198,131,0.0575,0.3830,-0.2172,0.3374,-3.8351,723,423,300,0.0542,0.4039,-0.1964,0.3513,-3.4080
0.8000,0.5200,0.4800,7.0000,181,124,57,0.0316,0.3923,-0.1920,0.3425,-3.1940,437,281,156,0.0327,0.3936,-0.2202,0.3616,-3.4666
0.8000,0.5200,0.4800,8.0000,107,88,19,0.0187,0.4393,-0.2053,0.3551,-3.0737,247,172,75,0.0185,0.4251,-0.1559,0.3927,-2.2433
0.8000,0.5400,0.4600,3.0000,1333,716,617,0.2330,0.4201,-0.1795,0.3458,-3.5521,3158,1616,1542,0.2366,0.3958,-0.2157,0.3271,-4.1106
0.8000,0.5400,0.4600,4.0000,886,461,425,0.1549,0.4210,-0.2004,0.3330,-3.6984,2098,1083,1015,0.1572,0.4051,-0.1962,0.3418,-3.6824
0.8000,0.5400,0.4600,5.0000,576,316,260,0.1007,0.4271,-0.1954,0.3455,-3.6538,1268,670,598,0.0950,0.4148,-0.1846,0.3509,-3.2467
0.8000,0.5400,0.4600,6.0000,329,196,133,0.0575,0.3891,-0.2148,0.3404,-3.7901,723,422,301,0.0542,0.4039,-0.1953,0.3513,-3.3912
0.8000,0.5400,0.4600,7.0000,182,123,59,0.0318,0.4011,-0.1893,0.3462,-3.1540,436,280,156,0.0327,0.3945,-0.2182,0.3624,-3.4343
0.8000,0.5400,0.4600,8.0000,107,87,20,0.0187,0.4486,-0.2062,0.3551,-3.0865,246,171,75,0.0184,0.4268,-0.1521,0.3943,-2.1875
0.8000,0.5600,0.4400,3.0000,1313,694,619,0.2295,0.4227,-0.1802,0.3450,-3.5775,3132,1581,1551,0.2347,0.3972,-0.2173,0.3266,-4.1621
0.8000,0.5600,0.4400,4.0000,873,448,425,0.1526,0.4227,-0.2053,0.3299,-3.8036,2086,1063,1023,0.1563,0.4070,-0.1954,0.3423,-3.6907
0.8000,0.5600,0.4400,5.0000,571,311,260,0.0998,0.4256,-0.2026,0.3433,-3.8152,1261,656,605,0.0945,0.4171,-0.1820,0.3521,-3.2167
0.8000,0.5600,0.4400,6.0000,326,193,133,0.0570,0.3896,-0.2222,0.3374,-3.9512,718,412,306,0.0538,0.4067,-0.1901,0.3510,-3.3149
0.8000,0.5600,0.4400,7.0000,180,121,59,0.0315,0.4000,-0.2070,0.3389,-3.4912,434,273,161,0.0325,0.3986,-0.2119,0.3641,-3.3283
0.8000,0.5600,0.4400,8.0000,105,85,20,0.0184,0.4476,-0.2369,0.3429,-3.6017,246,166,80,0.0184,0.4309,-0.1399,0.3984,-2.0137
0.8000,0.5800,0.4200,3.0000,1294,671,623,0.2262,0.4235,-0.1774,0.3462,-3.5236,3081,1526,1555,0.2308,0.3992,-0.2145,0.3275,-4.1047
0.8000,0.5800,0.4200,4.0000,866,437,429,0.1514,0.4203,-0.2006,0.3314,-3.7311,2060,1034,1026,0.1543,0.4083,-0.1931,0.3427,-3.6404
0.8000,0.5800,0.4200,5.0000,569,305,264,0.0995,0.4236,-0.2000,0.3462,-3.7802,1250,643,607,0.0937,0.4168,-0.1798,0.3520,-3.1761
0.8000,0.5800,0.4200,6.0000,328,191,137,0.0573,0.3872,-0.2162,0.3415,-3.8854,714,406,308,0.0535,0.4048,-0.1902,0.3515,-3.3074
0.8000,0.5800,0.4200,7.0000,181,120,61,0.0316,0.3978,-0.2105,0.3425,-3.5896,430,267,163,0.0322,0.3953,-0.2123,0.3651,-3.3187
0.8000,0.5800,0.4200,8.0000,105,84,21,0.0184,0.4476,-0.2532,0.3429,-3.9195,243,162,81,0.0182,0.4239,-0.1338,0.3992,-1.9236
0.8000,0.6000,0.4000,3.0000,1270,647,623,0.2220,0.4252,-0.1761,0.3449,-3.4979,3023,1464,1559,0.2265,0.3996,-0.2159,0.3258,-4.1817
0.8000,0.6000,0.4000,4.0000,854,425,429,0.1493,0.4215,-0.2036,0.3279,-3.7838,2033,1004,1029,0.1523,0.4088,-0.1920,0.3419,-3.6445
0.8000,0.6000,0.4000,5.0000,559,295,264,0.0977,0.4240,-0.2064,0.3417,-3.8941,1240,631,609,0.0929,0.4169,-0.1737,0.3532,-3.0861
0.8000,0.6000,0.4000,6.0000,321,184,137,0.0561,0.3894,-0.2225,0.3364,-3.9945,707,397,310,0.0530,0.4045,-0.1830,0.3522,-3.2071
0.8000,0.6000,0.4000,7.0000,176,115,61,0.0308,0.4034,-0.2134,0.3352,-3.6135,426,262,164,0.0319,0.3944,-0.2085,0.3662,-3.2737
0.8000,0.6000,0.4000,8.0000,100,79,21,0.0175,0.4600,-0.2605,0.3300,-3.9746,240,158,82,0.0180,0.4208,-0.1279,0.4000,-1.8519
0.8000,0.6200,0.3800,3.0000,1246,619,627,0.2178,0.4222,-0.1755,0.3435,-3.4914,2966,1404,1562,0.2222,0.4005,-0.2117,0.3250,-4.1351
0.8000,0.6200,0.3800,4.0000,841,408,433,0.1470,0.4174,-0.2029,0.3270,-3.7929,1999,969,1030,0.1498,0.4102,-0.1889,0.3402,-3.6103
0.8000,0.6200,0.3800,5.0000,550,282,268,0.0962,0.4164,-0.2031,0.3418,-3.8726,1223,614,609,0.0916,0.4162,-0.1759,0.3491,-3.1490
0.8000,0.6200,0.3800,6.0000,318,177,141,0.0556,0.3774,-0.2143,0.3365,-3.8638,699,389,310,0.0524,0.4034,-0.1898,0.3476,-3.3590
0.8000,0.6200,0.3800,7.0000,173,109,64,0.0302,0.3873,-0.1975,0.3353,-3.3680,420,256,164,0.0315,0.3929,-0.2168,0.3595,-3.4283
0.8000,0.6200,0.3800,8.0000,98,75,23,0.0171,0.4490,-0.2495,0.3265,-3.8215,236,154,82,0.0177,0.4195,-0.1294,0.3941,-1.8792
0.8000,0.6400,0.3600,3.0000,1220,592,628,0.2133,0.4221,-0.1749,0.3418,-3.4850,2905,1335,1570,0.2177,0.4017,-0.2140,0.3232,-4.2208
0.8000,0.6400,0.3600,4.0000,828,394,434,0.1448,0.4179,-0.2011,0.3273,-3.7740,1965,929,1036,0.1472,0.4102,-0.1932,0.3364,-3.7433
0.8000,0.6400,0.3600,5.0000,545,276,269,0.0953,0.4183,-0.1983,0.3413,-3.8206,1205,590,615,0.0903,0.4158,-0.1824,0.3444,-3.2939
0.8000,0.6400,0.3600,6.0000,314,172,142,0.0549,0.3790,-0.2021,0.3376,-3.6952,690,376,314,0.0517,0.4029,-0.1998,0.3406,-3.5598
0.8000,0.6400,0.3600,7.0000,168,104,64,0.0294,0.3929,-0.1750,0.3393,-3.0457,418,251,167,0.0313,0.3947,-0.2253,0.3541,-3.5913
0.8000,0.6400,0.3600,8.0000,95,72,23,0.0166,0.4526,-0.2343,0.3263,-3.6526,237,152,85,0.0178,0.4177,-0.1502,0.3840,-2.1975
0.8000,0.6600,0.3400,3.0000,1188,557,631,0.2077,0.4200,-0.1729,0.3409,-3.4317,2843,1270,1573,0.2130,0.4020,-0.2110,0.3243,-4.1568
0.8000,0.6600,0.3400,4.0000,816,379,437,0.1427,0.4167,-0.2006,0.3272,-3.7469,1929,891,1038,0.1445,0.4121,-0.1939,0.3364,-3.7384
0.8000,0.6600,0.3400,5.0000,538,267,271,0.0941,0.4201,-0.1980,0.3420,-3.8011,1186,570,616,0.0889,0.4174,-0.1827,0.3449,-3.2833
0.8000,0.6600,0.3400,6.0000,308,166,142,0.0538,0.3831,-0.1996,0.3409,-3.6222,681,366,315,0.0510,0.4053,-0.1998,0.3407,-3.5425
0.8000,0.6600,0.3400,7.0000,163,99,64,0.0285,0.3988,-0.1686,0.3436,-2.8987,416,248,168,0.0312,0.3966,-0.2231,0.3558,-3.5513
0.8000,0.6600,0.3400,8.0000,92,69,23,0.0161,0.4565,-0.2251,0.3370,-3.4645,235,149,86,0.0176,0.4213,-0.1457,0.3872,-2.1259
0.8000,0.6800,0.3200,3.0000,1154,522,632,0.2017,0.4194,-0.1780,0.3388,-3.8972,2752,1177,1575,0.2062,0.4048,-0.2058,0.3267,-4.0607
0.8000,0.6800,0.3200,4.0000,792,354,438,0.1385,0.4154,-0.2098,0.3258,-4.4608,1880,841,1039,0.1409,0.4138,-0.1889,0.3388,-3.6713
0.8000,0.6800,0.3200,5.0000,524,252,272,0.0916,0.4179,-0.1904,0.3416,-3.7407,1164,547,617,0.0872,0.4184,-0.1822,0.3462,-3.2740
0.8000,0.6800,0.3200,6.0000,302,159,143,0.0528,0.3841,-0.1986,0.3377,-3.6310,668,352,316,0.0500,0.4072,-0.1974,0.3428,-3.4819
0.8000,0.6800,0.3200,7.0000,159,95,64,0.0278,0.4025,-0.1779,0.3333,-3.0600,408,239,169,0.0306,0.3946,-0.2171,0.3603,-3.4281
0.8000,0.6800,0.3200,8.0000,89,66,23,0.0156,0.4607,-0.2382,0.3258,-3.6700,231,144,87,0.0173,0.4156,-0.1355,0.3939,-1.9631
0.8000,0.7000,0.3000,3.0000,1115,482,633,0.1949,0.4179,-0.1818,0.3363,-3.9686,2648,1069,1579,0.1984,0.4109,-0.2028,0.3282,-3.9751
0.8000,0.7000,0.3000,4.0000,771,332,439,0.1348,0.4137,-0.2141,0.3230,-4.5632,1822,780,1042,0.1365,0.4188,-0.1866,0.3375,-3.6126
0.8000,0.7000,0.3000,5.0000,512,240,272,0.0895,0.4141,-0.1959,0.3398,-3.8490,1138,519,619,0.0853,0.4253,-0.1811,0.3445,-3.2436
0.8000,0.7000,0.3000,6.0000,296,153,143,0.0517,0.3818,-0.2077,0.3345,-3.7903,654,337,317,0.0490,0.4128,-0.1925,0.3440,-3.3767
0.8000,0.7000,0.3000,7.0000,155,91,64,0.0271,0.4065,-0.1926,0.3290,-3.3147,401,231,170,0.0300,0.3965,-0.2125,0.3616,-3.3414
0.8000,0.7000,0.3000,8.0000,86,63,23,0.0150,0.4651,-0.2683,0.3140,-4.1486,228,140,88,0.0171,0.4254,-0.1235,0.3991,-1.7885
0.8000,0.7200,0.2800,3.0000,1076,443,633,0.1881,0.4182,-0.1852,0.3364,-4.0821,2559,979,1580,0.1917,0.4107,-0.1983,0.3310,-3.8828
0.8000,0.7200,0.2800,4.0000,748,309,439,0.1308,0.4131,-0.2199,0.3235,-4.7713,1776,733,1043,0.1331,0.4206,-0.1792,0.3412,-3.4740
0.8000,0.7200,0.2800,5.0000,496,224,272,0.0867,0.4113,-0.2038,0.3407,-4.0979,1114,494,620,0.0835,0.4255,-0.1768,0.3465,-3.1682
0.8000,0.7200,0.2800,6.0000,288,145,143,0.0503,0.3785,-0.2218,0.3333,-4.2222,639,321,318,0.0479,0.4100,-0.1949,0.3427,-3.4156
0.8000,0.7200,0.2800,7.0000,149,85,64,0.0260,0.4027,-0.2076,0.3289,-3.7343,390,219,171,0.0292,0.3949,-0.2137,0.3615,-3.3486
0.8000,0.7200,0.2800,8.0000,81,58,23,0.0142,0.4568,-0.3087,0.3086,-5.1039,223,135,88,0.0167,0.4170,-0.1319,0.3991,-1.9132
0.8000,0.7400,0.2600,3.0000,1025,391,634,0.1792,0.4234,-0.1900,0.3385,-4.1789,2465,884,1581,0.1847,0.4110,-0.1960,0.3331,-3.8373
0.8000,0.7400,0.2600,4.0000,721,281,440,0.1260,0.4189,-0.2234,0.3273,-4.8477,1714,670,1044,0.1284,0.4195,-0.1740,0.3442,-3.3892
